108.138.64.76       # sdk.out.usbla.net
108.138.64.78       # rumcdn.geoedge.be
108.138.64.80       # q777.sfchronicle.com
108.138.64.83       # spama.com
108.138.64.84       # nadjustifygas.com
108.138.64.86       # nadjustifygas.com
108.138.64.87       # cc.adspsp.com
108.138.64.90       # glance.l.inmobicdn.net
108.138.64.91       # st.dynamicyield.com
108.138.64.92       # d2qmp7jjpd79k7.cloudfront.net
108.138.64.94       # cdnp.ad-stir.com
108.138.64.98       # mworkh.buzz
108.138.64.104      # cdnp.ad-stir.com
108.138.64.106      # d1mbgf0ge24riu.cloudfront.net
108.138.64.109      # st.dynamicyield.com
108.138.64.110      # ntent.com
108.138.64.113      # st.dynamicyield.com
108.138.64.114      # adserving.aan.speedshiftmedia.com
108.138.64.117      # rumcdn.geoedge.be
108.138.64.119      # tagmanager.alright.network
108.138.64.120      # ntent.com
108.138.64.121      # adserving.aan.speedshiftmedia.com
108.138.64.122      # q777.sfchronicle.com
108.138.64.124      # adserving.aan.speedshiftmedia.com
108.138.64.126      # spama.com
108.138.77.184      # ads.bittorrent.com
108.138.79.210      # wms-na.amazon-adsystem.com
108.138.82.6        # d22xmn10vbouk4.cloudfront.net
108.138.82.11       # d1f1lqyq09pe4q.cloudfront.net
108.138.82.16       # dxz454z33ibrc.cloudfront.net
108.138.82.19       # d2juccxzu13rax.cloudfront.net
108.138.82.20       # d3jcjsor8fnmka.cloudfront.net
108.138.82.25       # d3jcjsor8fnmka.cloudfront.net
108.138.82.27       # d36sxvmjoflc2i.cloudfront.net
108.138.82.30       # d3owq2fdwtdp2j.cloudfront.net
108.138.82.38       # d1f1lqyq09pe4q.cloudfront.net
108.138.82.72       # d3jcjsor8fnmka.cloudfront.net
108.138.82.75       # d36sxvmjoflc2i.cloudfront.net
108.138.82.76       # d3tglifpd8whs6.cloudfront.net
108.138.82.93       # d1f1lqyq09pe4q.cloudfront.net
108.138.82.95       # d22xmn10vbouk4.cloudfront.net
108.138.82.96       # d3owq2fdwtdp2j.cloudfront.net
108.138.82.102      # d1f1lqyq09pe4q.cloudfront.net
108.138.82.115      # d3tglifpd8whs6.cloudfront.net
108.138.82.130      # dxz454z33ibrc.cloudfront.net
108.138.82.137      # d3owq2fdwtdp2j.cloudfront.net
108.138.82.140      # d2juccxzu13rax.cloudfront.net
108.138.82.153      # d3owq2fdwtdp2j.cloudfront.net
108.138.82.166      # d22xmn10vbouk4.cloudfront.net
108.138.82.167      # d2juccxzu13rax.cloudfront.net
108.138.82.172      # d22xmn10vbouk4.cloudfront.net
108.138.82.174      # d36sxvmjoflc2i.cloudfront.net
108.138.82.176      # d36sxvmjoflc2i.cloudfront.net
108.138.82.185      # d3tglifpd8whs6.cloudfront.net
108.138.82.187      # d2juccxzu13rax.cloudfront.net
108.138.82.188      # dxz454z33ibrc.cloudfront.net
108.138.82.200      # d3jcjsor8fnmka.cloudfront.net
108.138.82.220      # d3tglifpd8whs6.cloudfront.net
108.138.83.25       # z-eu.amazon-adsystem.com
108.138.85.5        # 1188.content.swrve.com
108.138.85.6        # it.indexexchange.com
108.138.85.8        # metropcs.mobileposse.com
108.138.85.12       # rcom-eu.dynamicyield.com
108.138.85.13       # dsp-creative.demandbase.com
108.138.85.14       # mms.newyorkupstate.com
108.138.85.17       # verified-extensions.com
108.138.85.21       # cr-pall.ladsp.com
108.138.85.24       # it.indexexchange.com
108.138.85.25       # it.indexexchange.com
108.138.85.27       # dsp-creative.demandbase.com
108.138.85.28       # metric.picodi.net
108.138.85.29       # secure-gl.imrworldwide.com
108.138.85.31       # cr-pall.ladsp.com
108.138.85.32       # cr-pall.ladsp.com
108.138.85.34       # rcom-eu.dynamicyield.com
108.138.85.36       # mms.newyorkupstate.com
108.138.85.38       # i-mobile.co.jp
108.138.85.39       # metropcs.mobileposse.com
108.138.85.40       # cache.celtra.com
108.138.85.50       # secure-gl.imrworldwide.com
108.138.85.53       # cache.celtra.com
108.138.85.54       # tr-op.datatrics.com
108.138.85.55       # metric.picodi.net
108.138.85.57       # verified-extensions.com
108.138.85.63       # cr-pall.ladsp.com
108.138.85.64       # verified-extensions.com
108.138.85.65       # rcom-eu.dynamicyield.com
108.138.85.66       # i-mobile.co.jp
108.138.85.76       # dsp-creative.demandbase.com
108.138.85.77       # 1188.content.swrve.com
108.138.85.90       # metropcs.mobileposse.com
108.138.85.94       # metropcs.mobileposse.com
108.138.85.95       # it.indexexchange.com
108.138.85.96       # secure-gl.imrworldwide.com
108.138.85.103      # rcom-eu.dynamicyield.com
108.138.85.105      # cache.celtra.com
108.138.85.106      # mms.newyorkupstate.com
108.138.85.110      # cache.celtra.com
108.138.85.112      # i-mobile.co.jp
108.138.85.118      # 1188.content.swrve.com
108.138.85.121      # 1188.content.swrve.com
108.138.85.124      # i-mobile.co.jp
108.138.85.125      # dsp-creative.demandbase.com
108.138.85.128      # verified-extensions.com
108.138.125.118     # d1clmik8la8v65.cloudfront.net
108.138.125.172     # d1clmik8la8v65.cloudfront.net
108.138.125.215     # d1clmik8la8v65.cloudfront.net
108.138.125.228     # d1clmik8la8v65.cloudfront.net
108.138.165.30      # dsie7h4lo9wxu.cloudfront.net
108.138.165.126     # dsie7h4lo9wxu.cloudfront.net
108.138.165.142     # dsie7h4lo9wxu.cloudfront.net
108.138.165.187     # dsie7h4lo9wxu.cloudfront.net
108.156.83.4        # devel.adswizz.com
108.156.83.8        # devel.adswizz.com
108.156.83.99       # devel.adswizz.com
108.156.83.102      # devel.adswizz.com
108.156.200.26      # da5h676k6d22w.cloudfront.net
108.156.200.60      # da5h676k6d22w.cloudfront.net
108.156.200.93      # da5h676k6d22w.cloudfront.net
108.156.200.157     # da5h676k6d22w.cloudfront.net
108.157.172.83      # d3qilfrpqzfrg4.cloudfront.net
108.157.172.117     # d3qilfrpqzfrg4.cloudfront.net
108.157.172.152     # d3qilfrpqzfrg4.cloudfront.net
108.157.172.209     # d3qilfrpqzfrg4.cloudfront.net
108.160.153.41      # gatishil.com
108.160.169.55      # kuaidibiaoju.com
108.161.189.121     # bootstrapcdn.jdorfman.netdna-cdn.com
108.163.255.210     # subhadrabank.com
108.167.132.209     # drarthuraraci.com.br
108.167.133.27      # marketoslab.com
108.167.140.95      # 1031exchangequestions.com
108.167.140.154     # extremeethics.net
108.167.140.157     # expertgracecastillo.com
108.167.141.122     # beylikduzubigmamas.com
108.167.142.91      # transportesangelexpress.com
108.167.142.232     # plazasatelite.com.mx
108.167.146.229     # perinato.org.mx
108.167.149.241     # comercialgomez.com.co
108.167.149.245     # restaurantepuntoencuentro.com
108.167.149.250     # funeralescubillosvina.cl
108.167.157.231     # necmg.net
108.167.157.238     # infinitium8.com
108.167.158.180     # revgrowthconversion.com
108.167.161.249     # bluemagnitude.com
108.167.169.97      # sistemsab.com.br
108.167.169.211     # costeladourada.com.br
108.167.172.130     # pablopropainting.com
108.167.180.139     # peaceandgloss.com
108.167.180.185     # smartseniortravel.com
108.167.181.133     # mundinhodaelo.ao
108.167.183.58      # worldappp.com
108.167.188.45      # crownpetropoliscentro.com.br
108.167.188.46      # extremella.com.br
108.167.188.106     # topklicdrop.com
108.167.188.127     # connectcoworking.com.br
108.167.188.147     # clinicaiot.com.br
108.167.188.149     # elisangelarodriguesoficial.com.br
108.167.188.153     # tecnoredredutores.com
108.167.188.207     # meubarraco.com.br
108.167.188.212     # 17ra.com.br
108.170.19.227      # newpoonacottonfactory.co.in
108.174.10.24       # dc.bizographics.com
108.174.159.230     # events.realgravity.com
108.175.14.190      # cyberbounty.com
108.178.4.234       # 1860travels.com
108.178.10.226      # cdc.gov.bw
108.179.192.117     # canui.com.br
108.179.192.133     # thiagosalumfontana.com.br
108.179.192.187     # guilaurent.com
108.179.192.233     # mobitransporte.com.br
108.179.193.4       # terapiadoronco.com
108.179.193.74      # santosesantosseguros.com.br
108.179.193.99      # patricialeonardelli.com.br
108.179.194.43      # mvscsolutions.com.mx
108.179.194.44      # alpis.com.mx
108.179.194.64      # ventanacapital.mx
108.179.194.88      # realmanagement.com.mx
108.179.232.33      # matthenderson.xyz
108.179.232.57      # drmauricionavarro.com
108.179.246.16      # versionq.com
108.179.246.105     # fancydiamgroup.com
108.179.246.152     # skywaycomputers.net
108.179.252.19      # adesivarecife.com.br
108.179.252.47      # residencialanaliafranco.com.br
108.179.252.64      # jailtonjajai.com.br
108.179.252.68      # riocricket.com.br
108.179.252.125     # confiancabeneficios.com.br
108.179.252.148     # espacovitacardio.com.br
108.179.253.53      # visaodecoaching.com.br
108.179.253.58      # getsolve.com.br
108.179.253.104     # grupodivulgare.com.br
108.179.253.169     # prohabili.com.br
108.179.253.183     # blestonlocadoradecarro.com.br
108.179.253.188     # amilmacae.com.br
108.179.253.203     # 12h1.com.br
108.179.253.214     # sheferramentaria.com.br
108.186.118.144     # zatexta.com
108.186.143.81      # fsitel.com
108.186.144.42      # enohb.com
108.186.152.170     # axuns.com
108.186.240.249     # fenhao14.com
109.70.26.37        # cpateaser.ru
109.70.148.33       # goodnesskosi.com
109.70.148.44       # ethiodishinfo.com
109.70.148.59       # akomzfoods.com
109.71.162.230      # awempire.com
109.94.103.253      # hits.tf.rs
109.95.210.219      # deeppquiz.ru
109.95.210.252      # mytraf.info
109.106.251.76      # hittheart.in
109.109.135.110     # cointraffic.io
109.123.243.44      # joedata.com.ng
109.203.109.22      # heypressto.com
109.203.115.16      # stleonardsdentalpractice.co.uk
109.203.117.4       # emaratiengineering.ae
109.206.161.16      # events.tubecup.org
109.206.161.61      # upasiansex.com
109.206.161.83      # click.anymad.com
109.206.163.112     # events.tubecup.org
109.206.163.116     # events.tubecup.org
109.206.175.85      # events.tubecup.org
109.206.176.75      # events.tubecup.org
109.206.176.122     # events.tubecup.org
109.206.181.2       # events.tubecup.org
109.206.182.60      # events.tubecup.org
109.206.182.63      # vaspo30.com
109.206.182.70      # brall41.com
109.206.191.149     # readserv.com
109.206.191.198     # events.tubecup.org
109.232.193.114     # gfn1.ugap.fr
109.232.193.122     # gdm1.toner.fr
109.232.194.94      # mj23.eulerian.com
109.232.195.100     # ea.histoiredor.com
109.232.216.75      # musavirlik.net
109.232.216.114     # mercekfoto.com
109.234.160.111     # aero-commande.com
109.234.160.194     # downloadfreemagazines.com
109.234.161.70      # merouane-mahi.com
109.234.161.154     # villa-vermeil-biscarrosse.com
109.234.161.224     # novobyte.org
109.234.162.87      # christophemillot.com
109.234.162.90      # maher.fr
109.234.162.93      # dstocktout.com
109.234.162.103     # ccrm41.fr
109.234.162.137     # monsieurgey.com
109.234.162.139     # coupdepoucedigital.com
109.234.162.250     # alabonneaubaine.com
109.234.164.31      # leo-couverture.fr
109.234.164.72      # competencepure.com
109.234.164.82      # it-zas.com
109.234.164.171     # h-comme-haine.fr
109.234.164.183     # sereivuth.com
109.234.164.198     # leblogmasculin.fr
109.234.164.212     # cliksolution.com
109.234.164.221     # stungunblaster.com
109.234.164.224     # enersol-ci.com
109.234.165.72      # tarrast.com
109.234.167.98      # louenn.com
109.235.170.39      # secure.reaktion.se
110.45.195.202      # log.kmplayer.com
110.45.195.203      # log.kmplayer.com
110.45.195.208      # log.kmplayer.com
110.45.195.209      # log.kmplayer.com
110.45.195.211      # log.kmplayer.com
110.50.96.159       # happy-egg.net
110.232.113.197     # multiupload.com
110.232.118.94      # bacon.section.io
110.232.143.46      # webdev15boostmedia.com
110.242.69.50       # channel.api.duapp.com
111.65.248.134      # st.polyad.net
111.65.249.214      # la.vnbusiness.vn
111.118.212.22      # s1pay.in
111.118.212.38      # alkalinewaterionizer.co.in
111.118.215.51      # 5stardiamonds.com
111.118.215.65      # enggnagar.com
111.118.215.219     # cyberdots.com.au
111.174.61.129      # 1.1010pic.com
111.174.61.130      # 1.sj33.net
111.174.61.131      # 1.jushtong.com
111.174.61.132      # 1.gunsuo.com
111.174.61.133      # 1.feihua.com
111.221.46.49       # myfirstshow.in
111.230.82.155      # pc.mobad.ijinshan.com
111.230.210.248     # ssp.kdnet.net
111.230.217.190     # dcys.ijinshan.com
112.65.69.50        # show-f.mediav.com
112.109.94.102      # live.careplusvn.com
112.140.58.90       # c1.nend.net
112.175.255.121     # logger.tvchosun.com
112.213.87.175      # adv.autosurf.vn
112.213.89.121      # duhoctoanphat.com
112.215.105.153     # ibnads.xl.co.id
113.1.0.101         # cdn-10049480.file.myqcloud.com
113.164.234.26      # ipcc.mytv.com.vn
113.219.142.35      # ad.cdnjm.cn
114.55.35.109       # 1999019.com
114.55.43.178       # money.qz828.com
114.142.162.41      # transportsafetymanagementsystems.com.au
114.160.88.117      # connead.net
114.215.193.72      # 5269120.com
115.71.237.171      # support.clz.kr
115.126.112.235     # shopstockoff.com
115.146.127.234     # mobio.vn
115.146.127.235     # mobio.vn
115.182.30.82       # adsmogo.org
115.231.153.141     # d1.kuai8.com
115.239.209.89      # api.tusdk.com
115.239.209.90      # api.tusdk.com
115.239.209.92      # api.tusdk.com
116.12.55.236       # superad2.com.sg
116.62.187.80       # appres.camera360.com
116.136.150.3       # ssgg.chazidian.com
116.136.150.4       # ssgg.chazidian.com
116.136.150.6       # ssgg.chazidian.com
116.136.150.7       # ssgg.chazidian.com
116.136.150.9       # ssgg.chazidian.com
116.136.150.10      # ssgg.chazidian.com
116.136.150.11      # ssgg.chazidian.com
116.136.150.12      # ssgg.chazidian.com
116.136.150.13      # ssgg.chazidian.com
116.136.150.14      # ssgg.chazidian.com
116.136.150.15      # ssgg.chazidian.com
116.136.150.16      # ssgg.chazidian.com
116.136.150.17      # ssgg.chazidian.com
116.136.150.18      # ssgg.chazidian.com
116.136.170.196     # theta.sogoucdn.com
116.153.4.126       # cdn-10049480.file.myqcloud.com
116.179.34.51       # sfp.safe.baidu.com
116.198.14.1        # ap.cpatrk.net
116.198.14.4        # ap.cpatrk.net
116.198.14.5        # ap.cpatrk.net
116.198.14.8        # ap.cpatrk.net
116.198.14.12       # ap.cpatrk.net
116.198.14.13       # ap.cpatrk.net
116.198.14.16       # ap.cpatrk.net
116.198.14.17       # ap.cpatrk.net
116.198.14.18       # ap.cpatrk.net
116.198.14.20       # ap.cpatrk.net
116.198.14.22       # ap.cpatrk.net
116.198.14.25       # ap.cpatrk.net
116.198.14.30       # ap.cpatrk.net
116.198.14.31       # ap.cpatrk.net
116.198.14.33       # ap.cpatrk.net
116.198.14.34       # ap.cpatrk.net
116.198.14.35       # ap.cpatrk.net
116.198.14.36       # ap.cpatrk.net
116.198.14.38       # ap.cpatrk.net
116.198.14.40       # ap.cpatrk.net
116.198.14.44       # ap.cpatrk.net
116.198.14.49       # ap.cpatrk.net
116.198.14.52       # ap.cpatrk.net
116.198.14.54       # ap.cpatrk.net
116.198.14.57       # ap.cpatrk.net
116.198.14.59       # ap.cpatrk.net
116.202.3.151       # odinsas.com
116.202.36.28       # sepandrayaneh.ir
116.202.86.108      # fso.org.pk
116.202.109.250     # tm.mppmnetwork.com
116.202.114.195     # samurainetwork.de
116.202.118.107     # 11-15.net
116.202.128.32      # fiebbilisim.com
116.202.130.208     # siaflas.gr
116.202.131.112     # grtb-de.lfstmedia.com
116.202.170.202     # evaovi.hu
116.202.175.87      # rarealestateanddevelopers.com
116.202.192.160     # c247.pk
116.202.194.123     # twincitytours.co.ke
116.202.223.217     # adylalahb.ru
116.202.224.205     # sarlmagsub.com
116.202.235.13      # iranjanebi.ir
116.203.50.173      # smart-redirecting.com
116.203.138.164     # dotcom10.info
116.206.104.66      # homecareneed.com
116.206.104.100     # jmwifi.com
116.206.104.141     # kastham.in
116.206.104.187     # deesan.in
116.206.104.237     # tripmaker.mv
116.206.105.72      # eartkey.in
116.206.105.125     # gaurstheislandsproject.com
116.206.106.99      # xunteng-tech.com
116.211.25.50       # adrs.sdo.com
116.211.25.51       # adrs.sdo.com
116.211.25.52       # adrs.sdo.com
116.211.25.53       # adrs.sdo.com
116.211.25.54       # adrs.sdo.com
116.211.25.55       # adrs.sdo.com
116.211.25.56       # adrs.sdo.com
116.211.25.57       # adrs.sdo.com
116.211.25.58       # adrs.sdo.com
116.211.25.59       # adrs.sdo.com
116.211.25.60       # adrs.sdo.com
116.211.25.61       # adrs.sdo.com
116.211.25.62       # adrs.sdo.com
116.211.25.63       # adrs.sdo.com
116.214.81.45       # image-rentracks.com
116.255.183.238     # 1qingdao.com
117.34.13.49        # 0rg.pw
117.52.137.144      # inspector-collector.m.naver.com
117.52.137.146      # event.impression-neo.naver.com
117.52.137.150      # inspector-collector.m.naver.com
118.27.100.220      # top100bloggers.com
118.31.69.106       # livemz.com
118.31.169.119      # en.luxichemical.com
118.69.135.123      # ads8.fpt.vn
118.69.184.26       # d5.adsplay.net
118.69.197.46       # addlog.thuvienphapluat.vn
118.102.1.100       # ads.thanhnien.vn
118.102.1.110       # interactive.tinnhanhchungkhoan.vn
118.102.1.120       # invite.baomoi.com
118.102.1.152       # adsbanner.game.zing.vn
118.143.30.165      # inlog01.hket.com
118.145.25.24       # wmmax.com
118.193.35.181      # tracking.apptrackerlink.com
118.193.254.19      # appswitch.adups.cn
118.194.232.68      # api.adfly.vn
118.221.120.250     # ad.linkprice.com
119.3.197.21        # redshks.cn
119.18.48.147       # sprtechserv.com
119.18.52.105       # salessteer.com
119.18.54.20        # jcmdevelopers.com
119.18.54.24        # gplexports.com
119.18.54.27        # hhsneweracollege.com
119.18.54.32        # brumexforte.co.in
119.18.54.39        # 1111training.in
119.18.54.80        # drshriyansjain.com
119.18.54.125       # 24x7servicecentercare.com
119.18.54.126       # skylimit.com.au
119.18.54.130       # adbca.in
119.18.54.135       # stepindia.in
119.18.54.165       # cocoon-logistics.com
119.18.54.166       # skydartexp.com
119.18.54.171       # kardz.in
119.18.54.180       # aprservices.in
119.18.58.248       # aliveandwell.in
119.28.16.172       # count.xxxssk.com
119.28.109.165      # mazu.sec.miui.com
119.28.184.101      # fota5s.adups.cn
119.36.33.188       # theta.sogoucdn.com
119.39.202.60       # img1.ijinshan.com
119.39.202.61       # img1.ijinshan.com
119.84.169.100      # res.ad.jiguang.cn
119.147.4.20        # othstr.beacon.qq.com
119.147.175.50      # g1.ads.oppomobile.com
119.235.250.52      # kopkekar.com
120.25.216.123      # promotionad.nvcam.net
120.46.154.158      # tsis.jpush.cn
120.50.129.111      # statetc.nate.com
120.52.95.237       # lafrjs.com
120.52.95.238       # lafrjs.com
120.55.50.9         # 100.pncdn.cn
120.133.14.71       # baifendian.com
120.133.33.137      # zeus.ad.xiaomi.com
120.138.68.152      # log.tv.zing.vn
120.138.69.21       # stc.interactive.brand.zing.vn
120.138.69.83       # trk.staging.123c.vn
120.138.69.92       # gallery.adtima.vn
120.201.45.221      # res.ad.jiguang.cn
120.221.249.220     # res.ad.jiguang.cn
120.221.249.221     # res.ad.jiguang.cn
121.10.141.21       # 9377hi.com
121.10.141.23       # 9377hi.com
121.10.141.241      # 123hala.com
121.11.217.203      # ylog.hiido.com
121.11.217.204      # ylog.hiido.com
121.11.217.205      # ylog.hiido.com
121.14.75.217       # othstr.beacon.qq.com
121.36.74.75        # tsis.jpush.cn
121.36.81.251       # tsis.jpush.cn
121.36.88.122       # pre-adui.tg.meitu.com
121.36.230.208      # 123cha.com
121.43.67.197       # nonglirili.net
121.43.97.57        # ygljaph.cn
121.53.104.38       # analytics.brunch.co.kr
121.53.104.194      # act.ds.kakao.com
121.78.72.152       # log22.makeshop.co.kr
121.254.208.189     # 2beon.co.kr
122.10.8.62         # vgimer.cn
122.10.8.79         # jiasheng-china.cn
122.10.14.100       # zhenxingkuangchanpin.com
122.114.62.177      # jnyngg.cn
122.114.165.136     # godloveme.cn
122.155.166.65      # banner.synergy-e.com
122.155.166.120     # synergy-e.com
122.201.80.143      # 11degrees.org
122.201.127.73      # mnhouse.au
122.201.127.226     # iqraacademy.org.au
122.215.212.5       # advisionweb.yicha.jp
122.220.8.170       # ad.douga-kan.com
122.225.105.23      # dl.9xu.com
123.30.53.18        # s.cntqk.vn
123.30.108.12       # staging-d-tiki.ants.vn
123.30.108.121      # c0.anthill.vn
123.30.108.122      # t.ants.vn
123.30.108.123      # c0.anthill.vn
123.30.146.218      # landingpage.novanet.vn
123.30.151.71       # cd.cococx.com
123.30.151.79       # la.vietid.net
123.30.151.80       # admatic.admicro.vn
123.30.151.85       # iki.daleriki.com
123.30.175.43       # display.qc.coccoc.com
123.30.175.51       # ntrb.qc.coccoc.com
123.30.175.56       # cdn.comedia.coccoc.com
123.30.215.18       # cms.surfcountor.com
123.30.215.55       # cms.surfcountor.com
123.30.235.49       # tracker.vgame.us
123.30.239.229      # cjm.vnptmedia.vn
123.30.242.10       # cms.surfcountor.com
123.30.242.13       # cms.surfcountor.com
123.57.105.37       # gg.uuu9.com
123.58.198.21       # game.hotngay.vn
123.58.198.121      # game.hotngay.vn
123.58.198.196      # game.hotngay.vn
123.126.45.131      # log.mix.sina.com.cn
123.182.50.159      # ylog.hiido.com
123.182.50.230      # applog.uc.cn
123.183.235.37      # applog.uc.cn
124.89.67.71        # theta.sogoucdn.com
124.108.115.100     # alephd.com
124.158.168.78      # bem.unja.ac.id
124.232.161.39      # 003store.com
124.237.176.38      # static.mobads.baidu.com
124.251.13.6        # ipinyou.com
124.251.34.42       # zeus.ad.xiaomi.com
124.251.100.14      # geofence.sys.miui.com
125.39.17.82        # kingwam.com
125.44.162.219      # img1.ijinshan.com
125.64.35.132       # res.ad.jiguang.cn
125.102.186.118     # p.permalink-system.com
125.141.132.109     # statweb.egloos.com
125.212.201.140     # down140.mclick.mobi
125.212.245.36      # media.adnetwork.vn
125.212.245.38      # member.adnetwork.vn
125.212.247.16      # thongke.tcdulichtphcm.vn
125.227.53.94       # cdn.tenmax.io
127.0.0.1           # 1xxx.cqcounter.com
127.0.0.2           # abc.pema.cl
128.1.40.229        # api.adfly.vn
128.121.89.110      # wiki.ecmascript.org
128.199.20.2        # richmails.com
128.199.25.201      # skilledcontent.com
128.199.167.124     # sdk.adflex.vn
128.199.172.75      # cloudfront.mclick.mobi
128.199.231.172     # maxissystems.com.bd
128.201.73.23       # agenciablz.com.br
129.80.137.11       # rtb.adtiming.com
129.121.4.228       # rogaloconstructores.com
129.227.29.60       # cl-data-in.ads.heytapmobile.com
129.232.155.22      # uniind.co.za
129.232.213.107     # touchstoneit.co.zw
130.44.212.65       # log-api.pangolin-sdk-toutiao.com
130.185.77.124      # uubgroup.com
130.185.144.4       # bnrs.it
130.211.9.179       # sync.graph.gcloud.bluecava.com
130.211.12.225      # ads-resources.waze.com
130.211.25.243      # us-east-1.rtb.a-mo.net
130.211.29.77       # aubrandsummit.exponential.com
130.211.37.130      # api-exponea.o2.cz
130.211.41.21       # api8.agilone.com
130.211.47.214      # ad.adacado.com
130.211.141.45      # tr.alphonso.tv
130.211.148.82      # cashtrafic.info
130.248.150.131     # assets.everesttech.net
131.72.236.58       # kairosfm.cl
131.153.42.211      # prprocess.com
131.153.77.115      # arabianocean.com
131.153.165.35      # 86bazar.com
133.18.173.12       # onewaylinkexchange.net
133.130.101.164     # ad-tag.biz
133.130.117.18      # ad-tag.biz
133.152.42.68       # ads.nicovideo.jp
133.167.7.3         # taj2.ebis.ne.jp
133.186.12.11       # 100651.advision-adnw.jp
133.186.12.12       # 100651.advision-adnw.jp
133.186.12.13       # 100651.advision-adnw.jp
133.186.12.14       # 100651.advision-adnw.jp
133.186.12.15       # 100651.advision-adnw.jp
133.186.12.16       # 100651.advision-adnw.jp
133.186.12.17       # 100651.advision-adnw.jp
133.186.12.18       # 100651.advision-adnw.jp
133.237.17.3        # r-ad.linkshare.jp
133.242.2.66        # ads-connect.com
133.242.83.191      # s.storage-ad.com
134.73.41.171       # ilovecheating.com
134.73.58.135       # 1-pregnant-sex.com
134.209.151.132     # aaapf.in
134.209.154.137     # globalfxbrokers.com
135.125.217.158     # extra.treddi.com
135.125.240.139     # log.seekda.com
135.181.4.221       # 0819837.com
135.181.9.38        # albutana.edu.sd
135.181.31.252      # galaxco.com
135.181.100.23      # top10sportsites.com
135.181.113.31      # fashionbayhyd.com
135.181.113.178     # v1.oddsserve.com
135.181.119.15      # aleagueyoungpro.org
135.181.134.78      # v1.oddsserve.com
135.181.142.201     # alahmarhospital.com
136.243.6.166       # 1dmp.io
136.243.10.80       # counter.mediastealer.com
136.243.17.39       # arytutor.com
136.243.25.9        # atonato.de
136.243.25.10       # atonato.de
136.243.25.11       # atonato.de
136.243.25.12       # atonato.de
136.243.25.80       # atonato.de
136.243.25.82       # atonato.de
136.243.25.83       # atonato.de
136.243.25.84       # atonato.de
136.243.25.85       # atonato.de
136.243.25.86       # atonato.de
136.243.25.87       # atonato.de
136.243.25.88       # atonato.de
136.243.25.89       # atonato.de
136.243.25.90       # atonato.de
136.243.25.117      # atonato.de
136.243.25.118      # atonato.de
136.243.25.119      # atonato.de
136.243.25.120      # atonato.de
136.243.25.121      # atonato.de
136.243.25.122      # atonato.de
136.243.44.4        # static-se.plista.com
136.243.66.182      # stat.mixi.media
136.243.84.74       # rcvlink.com
136.243.84.75       # rcvlink.com
136.243.92.92       # b.frida.vse42.ru
136.243.95.176      # pp.lp4.io
136.243.130.240     # shukriya90.com
136.243.133.20      # ads.adtarget.me
136.243.133.22      # ads.adtarget.me
136.243.136.253     # pinkcityride.com
136.243.146.200     # va-endpoint.com
136.243.151.13      # tt.onthe.io
136.243.154.114     # amoedilogisticsandcargo.com
137.59.148.64       # businessmindhk.com
137.59.148.114      # cheng-tai.cn
137.59.150.111      # shunxin18.com
137.74.93.103       # services.adlooxtracking.com
137.74.202.182      # lb.aatkit.com
137.74.215.33       # piaads.com
137.175.10.8        # ics0.com
137.175.108.105     # fzwoa.com
137.220.136.203     # xujingch.com
138.68.88.83        # grand-central.showheroes.com
138.68.119.99       # gsurl.me
138.108.20.122      # exelate.com
138.113.36.169      # 1.arpun.com
138.113.54.113      # revenuenetwork.com
138.113.209.39      # 1.arpun.com
138.117.149.178     # integracom.cl
138.124.187.138     # mixnewsbest.com
138.128.163.109     # ipnoid.com
138.128.174.26      # mecanicacitesa.com
138.128.188.146     # ngn-telecomunicaciones.cl
138.201.14.18       # lemage.ma
138.201.16.133      # georgiartjewels.com
138.201.63.105      # ctrmanager.com
138.201.86.136      # adsfast.com
138.201.125.235     # static-se.plista.com
138.201.167.74      # parentslib.org
138.201.224.159     # c.grimuar.ru
138.201.230.88      # reco.cnt.my
138.201.255.252     # web20-traffic-system.de
138.255.101.194     # rutavolcan.cl
139.9.117.39        # pre-adui.tg.meitu.com
139.45.195.3        # pushpong.net
139.45.195.9        # graizoah.com
139.45.197.4        # newvideoapp.pro
139.45.197.5        # testserverlp.pro
139.45.197.73       # ybdcnavyehlst.com
139.45.197.93       # eupcxngb.xyz
139.45.197.151      # 04-f-bmf.com
139.45.197.152      # 04-f-bmf.com
139.45.197.153      # 04-f-bmf.com
139.45.197.154      # 04-f-bmf.com
139.45.197.155      # 04-f-bmf.com
139.45.197.229      # beyanmaan.com
139.45.197.236      # 1phads.com
139.45.197.237      # adaranth.com
139.45.197.238      # ablitleoor.com
139.45.197.239      # acelacien.com
139.45.197.242      # ofpiplupon.com
139.45.197.243      # shauptab.net
139.45.197.244      # ptaungoo.xyz
139.45.197.246      # teeponuy.com
139.45.197.248      # autsaisu.xyz
139.45.197.249      # boxeedru.xyz
139.45.197.250      # asoulrox.com
139.45.197.251      # amjoltiktor.com
139.45.197.252      # pushochenk.com
139.45.197.253      # astivysauran.com
139.45.197.254      # pushanishe.com
139.45.240.82       # cdnads.com
139.45.240.92       # notiksio.com
139.59.16.197       # inae.in
139.59.49.164       # flipshope.com
139.99.18.235       # worker3.advertnative.com
139.99.18.237       # worker23.advertnative.com
139.99.126.167      # worker24.advertnative.com
139.162.5.155       # webtrafficagents.com
139.162.7.23        # palmonion.com
139.162.30.170      # annajahsmart.com
